id,database_url,sample_id,date_collected,location,host,depth,viromics,core_processor,Final greenhouse GWC (%),Freezer location,GWC %,H2O amount (ml),H2O atom perc,Lab dried GWC (%),Time of sampling,Vial size (ml),Weight (gr),Weight dried (gr),Weight for DNA (gr),Weight for pH (gr),Wet Weight (gr),pH
60,https://biotite.berkeley.edu/QRLab/60/detail,HA1_D5_18O-7,3/16/2022,HA,UCB,50-80,0,,,4th floor Firestone 2nd row,,1.2,97,,,,10.127,,,,,
61,https://biotite.berkeley.edu/QRLab/61/detail,HA1_D5_18O-30,3/16/2022,HA,UCB,50-80,0,,,4th floor Banfield mid row,,1.2,97,,,,10.076,,,,,
66,https://biotite.berkeley.edu/QRLab/66/detail,HB1_D1_18O-7,3/16/2022,HB,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,97,,,,9.97,,,,,
68,https://biotite.berkeley.edu/QRLab/68/detail,HB1_D2_18O-7,3/16/2022,HB,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,97,,,,9.895,,,,,
70,https://biotite.berkeley.edu/QRLab/70/detail,HB1_D3_18O-7,3/16/2022,HB,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,97,,,,10.15,,,,,
71,https://biotite.berkeley.edu/QRLab/71/detail,HB1_D3_18O-30,3/16/2022,HB,UCB,20-30,0,,,4th floor Banfield mid row,,1.2,97,,,,9.635,,,,,
73,https://biotite.berkeley.edu/QRLab/73/detail,HB1_D4_18O-7,3/16/2022,HB,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,97,,,,9.614,,,,,
74,https://biotite.berkeley.edu/QRLab/74/detail,HB1_D4_18O-30,3/16/2022,HB,UCB,30-50,0,,,4th floor Banfield mid row,,1.2,97,,,,10.24,,,,,
76,https://biotite.berkeley.edu/QRLab/76/detail,HB1_D5_18O-7,3/16/2022,HB,UCB,50-80,0,,,4th floor Firestone 2nd row,,1.2,97,,,,10.11,,,,,
77,https://biotite.berkeley.edu/QRLab/77/detail,HB1_D5_18O-30,3/16/2022,HB,UCB,50-80,0,,,4th floor Banfield mid row,,1.2,97,,,,10.06,,,,,
82,https://biotite.berkeley.edu/QRLab/82/detail,HC1_D1_18O-7,3/16/2022,HC,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,97,,,,5.083,,,,,
84,https://biotite.berkeley.edu/QRLab/84/detail,HC1_D2_18O-7,3/16/2022,HC,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,97,,,,5.202,,,,,
86,https://biotite.berkeley.edu/QRLab/86/detail,HC1_D3_18O-7,3/16/2022,HC,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,97,,,,5.146,,,,,
87,https://biotite.berkeley.edu/QRLab/87/detail,HC1_D3_18O-30,3/16/2022,HC,UCB,20-30,0,,,4th floor Banfield mid row,,1.2,97,,,,10.15,,,,,
89,https://biotite.berkeley.edu/QRLab/89/detail,HC1_D4_18O-7,3/16/2022,HC,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,97,,,,9.98,,,,,
90,https://biotite.berkeley.edu/QRLab/90/detail,HC1_D4_18O-30,3/16/2022,HC,UCB,30-50,0,,,4th floor Banfield mid row,,1.2,97,,,,9.9,,,,,
92,https://biotite.berkeley.edu/QRLab/92/detail,HC1_D5_18O-7,3/16/2022,HC,UCB,50-80,0,,,4th floor Firestone 2nd row,,1.2,97,,,,9.736,,,,,
93,https://biotite.berkeley.edu/QRLab/93/detail,HC1_D5_18O-30,3/16/2022,HC,UCB,50-80,0,,,4th floor Banfield mid row,,1.2,97,,,,9.658,,,,,
97,https://biotite.berkeley.edu/QRLab/97/detail,AA1_D1_16O-0,3/17/2022,AA,UCB,0-10,0,,,,,,,,,,5.087,,,,,
98,https://biotite.berkeley.edu/QRLab/98/detail,AA1_D1_16O-7,3/17/2022,AA,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,0,,,,4.963,4.373,,,,
99,https://biotite.berkeley.edu/QRLab/99/detail,AA1_D2_16O-0,3/17/2022,AA,UCB,10-20,0,,,,,,,,,,4.94,,,,,
100,https://biotite.berkeley.edu/QRLab/100/detail,AA1_D2_16O-7,3/17/2022,AA,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.04,4.47,,,,
101,https://biotite.berkeley.edu/QRLab/101/detail,AA1_D3_16O-0,3/17/2022,AA,UCB,20-30,0,,,,,,,,,,10.37,,,,,
102,https://biotite.berkeley.edu/QRLab/102/detail,AA1_D3_16O-7,3/17/2022,AA,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.963,8.992,,,,
103,https://biotite.berkeley.edu/QRLab/103/detail,AA1_D3_16O-30,3/17/2022,AA,UCB,20-30,0,,,4th floor Banfield top row,,1.2,0,,,,10.02,8.896,,,,
104,https://biotite.berkeley.edu/QRLab/104/detail,AA1_D4_16O-0,3/17/2022,AA,UCB,30-50,0,,,,,,,,,,10.02,,,,,
105,https://biotite.berkeley.edu/QRLab/105/detail,AA1_D4_16O-7,3/17/2022,AA,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.976,9.171,,,,
106,https://biotite.berkeley.edu/QRLab/106/detail,AA1_D4_16O-30,3/17/2022,AA,UCB,30-50,0,,,4th floor Banfield top row,,1.2,0,,,,9.888,9.043,,,,
107,https://biotite.berkeley.edu/QRLab/107/detail,AA1_D5_16O-0,3/17/2022,AA,UCB,50-70,0,,,,,,,,,,10.067,,,,,
108,https://biotite.berkeley.edu/QRLab/108/detail,AA1_D5_16O-7,3/17/2022,AA,UCB,50-70,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.852,9.23,,,,
109,https://biotite.berkeley.edu/QRLab/109/detail,AA1_D5_16O-30,3/17/2022,AA,UCB,50-70,0,,,4th floor Banfield top row,,1.2,0,,,,9.759,9.131,,,,
113,https://biotite.berkeley.edu/QRLab/113/detail,AB1_D1_16O-0,3/17/2022,AB,UCB,0-10,0,,,,,,,,,,5.128,,,,,
114,https://biotite.berkeley.edu/QRLab/114/detail,AB1_D1_16O-7,3/17/2022,AB,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.055,4.298,,,,
115,https://biotite.berkeley.edu/QRLab/115/detail,AB1_D2_16O-0,3/17/2022,AB,UCB,10-20,0,,,,,,,,,,5.01,,,,,
116,https://biotite.berkeley.edu/QRLab/116/detail,AB1_D2_16O-7,3/17/2022,AB,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.135,4.575,,,,
117,https://biotite.berkeley.edu/QRLab/117/detail,AB1_D3_16O-0,3/17/2022,AB,UCB,20-30,0,,,,,,,,,,10.03,,,,,
118,https://biotite.berkeley.edu/QRLab/118/detail,AB1_D3_16O-7,3/17/2022,AB,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.804,9.051,,,,
119,https://biotite.berkeley.edu/QRLab/119/detail,AB1_D3_16O-30,3/17/2022,AB,UCB,20-30,0,,,4th floor Banfield top row,,1.2,0,,,,9.737,8.914,,,,
120,https://biotite.berkeley.edu/QRLab/120/detail,AB1_D4_16O-0,3/17/2022,AB,UCB,30-50,0,,,,,,,,,,10.16,,,,,
121,https://biotite.berkeley.edu/QRLab/121/detail,AB1_D4_16O-7,3/17/2022,AB,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.713,8.967,,,,
122,https://biotite.berkeley.edu/QRLab/122/detail,AB1_D4_16O-30,3/17/2022,AB,UCB,30-50,0,,,4th floor Banfield top row,,1.2,0,,,,9.805,9.088,,,,
123,https://biotite.berkeley.edu/QRLab/123/detail,AB1_D5_16O-0,3/17/2022,AB,UCB,50-70,0,,,,,,,,,,10.153,,,,,
124,https://biotite.berkeley.edu/QRLab/124/detail,AB1_D5_16O-7,3/17/2022,AB,UCB,50-70,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.512,8.987,,,,
125,https://biotite.berkeley.edu/QRLab/125/detail,AB1_D5_16O-30,3/17/2022,AB,UCB,50-70,0,,,4th floor Banfield top row,,1.2,0,,,,9.457,8.94,,,,
129,https://biotite.berkeley.edu/QRLab/129/detail,AC1_D1_16O-0,3/17/2022,AC,UCB,0-10,0,,,,,,,,,,5.24,,,,,
130,https://biotite.berkeley.edu/QRLab/130/detail,AC1_D1_16O-7,3/17/2022,AC,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.112,4.367,,,,
131,https://biotite.berkeley.edu/QRLab/131/detail,AC1_D2_16O-0,3/17/2022,AC,UCB,10-20,0,,,,,,,,,,5.14,,,,,
132,https://biotite.berkeley.edu/QRLab/132/detail,AC1_D2_16O-7,3/17/2022,AC,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.267,4.729,,,,
133,https://biotite.berkeley.edu/QRLab/133/detail,AC1_D3_16O-0,3/17/2022,AC,UCB,20-30,0,,,,,,,,,,10.63,,,,,
134,https://biotite.berkeley.edu/QRLab/134/detail,AC1_D3_16O-7,3/17/2022,AC,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,0,,,,10.321,9.406,,,,
135,https://biotite.berkeley.edu/QRLab/135/detail,AC1_D3_16O-30,3/17/2022,AC,UCB,20-30,0,,,4th floor Banfield top row,,1.2,0,,,,10.136,9.203,,,,
136,https://biotite.berkeley.edu/QRLab/136/detail,AC1_D4_16O-0,3/17/2022,AC,UCB,30-50,0,,,,,,,,,,10.08,,,,,
137,https://biotite.berkeley.edu/QRLab/137/detail,AC1_D4_16O-7,3/17/2022,AC,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.721,8.749,,,,
138,https://biotite.berkeley.edu/QRLab/138/detail,AC1_D4_16O-30,3/17/2022,AC,UCB,30-50,0,,,4th floor Banfield top row,,1.2,0,,,,9.764,8.793,,,,
139,https://biotite.berkeley.edu/QRLab/139/detail,AC1_D5_16O-0,3/17/2022,AC,UCB,50-65,0,,,,,,,,,,10.135,,,,,
140,https://biotite.berkeley.edu/QRLab/140/detail,AC1_D5_16O-7,3/17/2022,AC,UCB,50-65,0,,,4th floor Firestone 2nd row,,1.2,0,,,,10.175,8.886,,,,
141,https://biotite.berkeley.edu/QRLab/141/detail,AC1_D5_16O-30,3/17/2022,AC,UCB,50-65,0,,,4th floor Banfield top row,,1.2,0,,,,10.164,8.934,,,,
145,https://biotite.berkeley.edu/QRLab/145/detail,HA1_D1_16O-0,3/16/2022,HA,UCB,0-10,0,,,,,,,,,,5.164,,,,,
146,https://biotite.berkeley.edu/QRLab/146/detail,HA1_D1_16O-7,3/16/2022,HA,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,0,,,,9.65,,,,,
147,https://biotite.berkeley.edu/QRLab/147/detail,HA1_D2_16O-0,3/16/2022,HA,UCB,10-20,0,,,,,,,,,,9.378,,,,,
148,https://biotite.berkeley.edu/QRLab/148/detail,HA1_D2_16O-7,3/16/2022,HA,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.057,,,,,
149,https://biotite.berkeley.edu/QRLab/149/detail,HA1_D3_16O-0,3/16/2022,HA,UCB,20-30,0,,,,,,,,,,10.005,,,,,
150,https://biotite.berkeley.edu/QRLab/150/detail,HA1_D3_16O-7,3/16/2022,HA,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.857,,,,,
151,https://biotite.berkeley.edu/QRLab/151/detail,HA1_D3_16O-30,3/16/2022,HA,UCB,20-30,0,,,4th floor Banfield mid row,,1.2,0,,,,10.06,,,,,
152,https://biotite.berkeley.edu/QRLab/152/detail,HA1_D4_16O-0,3/16/2022,HA,UCB,30-50,0,,,,,,,,,,5.195,,,,,
153,https://biotite.berkeley.edu/QRLab/153/detail,HA1_D4_16O-7,3/16/2022,HA,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,0,,,,10.17,,,,,
154,https://biotite.berkeley.edu/QRLab/154/detail,HA1_D4_16O-30,3/16/2022,HA,UCB,30-50,0,,,4th floor Banfield mid row,,1.2,0,,,,5.167,,,,,
155,https://biotite.berkeley.edu/QRLab/155/detail,HA1_D5_16O-0,3/16/2022,HA,UCB,50-80,0,,,,,,,,,,10.007,,,,,
156,https://biotite.berkeley.edu/QRLab/156/detail,HA1_D5_16O-7,3/16/2022,HA,UCB,50-80,0,,,4th floor Firestone 2nd row,,1.2,0,,,,10.328,,,,,
157,https://biotite.berkeley.edu/QRLab/157/detail,HA1_D5_16O-30,3/16/2022,HA,UCB,50-80,0,,,4th floor Banfield mid row,,1.2,0,,,,10.187,,,,,
161,https://biotite.berkeley.edu/QRLab/161/detail,HB1_D1_16O-0,3/16/2022,HB,UCB,0-10,0,,,,,,,,,,5.174,,,,,
162,https://biotite.berkeley.edu/QRLab/162/detail,HB1_D1_16O-7,3/16/2022,HB,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,0,,,,9.719,,,,,
163,https://biotite.berkeley.edu/QRLab/163/detail,HB1_D2_16O-0,3/16/2022,HB,UCB,10-20,0,,,,,,,,,,9.806,,,,,
164,https://biotite.berkeley.edu/QRLab/164/detail,HB1_D2_16O-7,3/16/2022,HB,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.022,,,,,
165,https://biotite.berkeley.edu/QRLab/165/detail,HB1_D3_16O-0,3/16/2022,HB,UCB,20-30,0,,,,,,,,,,9.908,,,,,
166,https://biotite.berkeley.edu/QRLab/166/detail,HB1_D3_16O-7,3/16/2022,HB,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.998,,,,,
167,https://biotite.berkeley.edu/QRLab/167/detail,HB1_D3_16O-30,3/16/2022,HB,UCB,20-30,0,,,4th floor Banfield mid row,,1.2,0,,,,10.124,,,,,
168,https://biotite.berkeley.edu/QRLab/168/detail,HB1_D4_16O-0,3/16/2022,HB,UCB,30-50,0,,,,,,,,,,9.92,,,,,
169,https://biotite.berkeley.edu/QRLab/169/detail,HB1_D4_16O-7,3/16/2022,HB,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,0,,,,10.19,,,,,
170,https://biotite.berkeley.edu/QRLab/170/detail,HB1_D4_16O-30,3/16/2022,HB,UCB,30-50,0,,,4th floor Banfield mid row,,1.2,0,,,,10.113,,,,,
171,https://biotite.berkeley.edu/QRLab/171/detail,HB1_D5_16O-0,3/16/2022,HB,UCB,50-80,0,,,,,,,,,,10.16,,,,,
172,https://biotite.berkeley.edu/QRLab/172/detail,HB1_D5_16O-7,3/16/2022,HB,UCB,50-80,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.75,,,,,
173,https://biotite.berkeley.edu/QRLab/173/detail,HB1_D5_16O-30,3/16/2022,HB,UCB,50-80,0,,,4th floor Banfield mid row,,1.2,0,,,,10.25,,,,,
177,https://biotite.berkeley.edu/QRLab/177/detail,HC1_D1_16O-0,3/16/2022,HC,UCB,0-10,0,,,,,,,,,,5.013,,,,,
178,https://biotite.berkeley.edu/QRLab/178/detail,HC1_D1_16O-7,3/16/2022,HC,UCB,0-10,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.006,,,,,
179,https://biotite.berkeley.edu/QRLab/179/detail,HC1_D2_16O-0,3/16/2022,HC,UCB,10-20,0,,,,,,,,,,5.216,,,,,
180,https://biotite.berkeley.edu/QRLab/180/detail,HC1_D2_16O-7,3/16/2022,HC,UCB,10-20,0,,,4th floor Firestone 2nd row,,0.6,0,,,,5.039,,,,,
181,https://biotite.berkeley.edu/QRLab/181/detail,HC1_D3_16O-0,3/16/2022,HC,UCB,20-30,0,,,,,,,,,,10.25,,,,,
182,https://biotite.berkeley.edu/QRLab/182/detail,HC1_D3_16O-7,3/16/2022,HC,UCB,20-30,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.92,,,,,
183,https://biotite.berkeley.edu/QRLab/183/detail,HC1_D3_16O-30,3/16/2022,HC,UCB,20-30,0,,,4th floor Banfield mid row,,1.2,0,,,,10.66,,,,,
184,https://biotite.berkeley.edu/QRLab/184/detail,HC1_D4_16O-0,3/16/2022,HC,UCB,30-50,0,,,,,,,,,,10.25,,,,,
185,https://biotite.berkeley.edu/QRLab/185/detail,HC1_D4_16O-7,3/16/2022,HC,UCB,30-50,0,,,4th floor Firestone 2nd row,,1.2,0,,,,10.07,,,,,
186,https://biotite.berkeley.edu/QRLab/186/detail,HC1_D4_16O-30,3/16/2022,HC,UCB,30-50,0,,,4th floor Banfield mid row,,1.2,0,,,,10.06,,,,,
187,https://biotite.berkeley.edu/QRLab/187/detail,HC1_D5_16O-0,3/16/2022,HC,UCB,50-80,0,,,,,,,,,,10.01,,,,,
188,https://biotite.berkeley.edu/QRLab/188/detail,HC1_D5_16O-7,3/16/2022,HC,UCB,50-80,0,,,4th floor Firestone 2nd row,,1.2,0,,,,9.96,,,,,
189,https://biotite.berkeley.edu/QRLab/189/detail,HC1_D5_16O-30,3/16/2022,HC,UCB,50-80,0,,,4th floor Banfield mid row,,1.2,0,,,,10.16,,,,,
193,https://biotite.berkeley.edu/QRLab/193/detail,AA1_D1_GSC,3/17/2022,AA,UCB,0-10,0,,,,24.7396979,,,,,,,,,5.04,,4.63
194,https://biotite.berkeley.edu/QRLab/194/detail,AA1_D2_GSC,3/17/2022,AA,UCB,10-20,0,,,,25.74349442,,,,,,,,,5.063,,4.65
195,https://biotite.berkeley.edu/QRLab/195/detail,AA1_D3_GSC,3/17/2022,AA,UCB,20-30,0,,,,22.72609819,,,,,,,,,5.068,,4.63
196,https://biotite.berkeley.edu/QRLab/196/detail,AA1_D4_GSC,3/17/2022,AA,UCB,30-50,0,,,,20.26437541,,,,,,,,,5.059,,4.675
197,https://biotite.berkeley.edu/QRLab/197/detail,AA1_D5_GSC,3/17/2022,AA,UCB,50-70,0,,,,18.11034115,,,,,,,,,5.07,,4.565
199,https://biotite.berkeley.edu/QRLab/199/detail,AB1_D1_GSC,3/17/2022,AB,UCB,0-10,0,,,,23.79874214,,,,,,,,,5.029,,4.61
200,https://biotite.berkeley.edu/QRLab/200/detail,AB1_D2_GSC,3/17/2022,AB,UCB,10-20,0,,,,24.46318008,,,,,,,,,5.076,,4.665
201,https://biotite.berkeley.edu/QRLab/201/detail,AB1_D3_GSC,3/17/2022,AB,UCB,20-30,0,,,,19.80121337,,,,,,,,,5.009,,4.775
202,https://biotite.berkeley.edu/QRLab/202/detail,AB1_D4_GSC,3/17/2022,AB,UCB,30-50,0,,,,19.41418543,,,,,,,,,5.022,,4.925
203,https://biotite.berkeley.edu/QRLab/203/detail,AB1_D5_GSC,3/17/2022,AB,UCB,50-70,0,,,,16.72620566,,,,,,,,,5.02,,5.05
205,https://biotite.berkeley.edu/QRLab/205/detail,AC1_D1_GSC,3/17/2022,AC,UCB,0-10,0,,,,24.57582185,,,,,,,,,5.062,,4.595
206,https://biotite.berkeley.edu/QRLab/206/detail,AC1_D2_GSC,3/17/2022,AC,UCB,10-20,0,,,,23.70200108,,,,,,,,,5.09,,4.57
207,https://biotite.berkeley.edu/QRLab/207/detail,AC1_D3_GSC,3/17/2022,AC,UCB,20-30,0,,,,22.07249697,,,,,,,,,5.086,,4.495
208,https://biotite.berkeley.edu/QRLab/208/detail,AC1_D4_GSC,3/17/2022,AC,UCB,30-50,0,,,,22.86282306,,,,,,,,,5.066,,4.56
209,https://biotite.berkeley.edu/QRLab/209/detail,AC1_D5_GSC,3/17/2022,AC,UCB,50-65,0,,,,21.36752137,,,,,,,,,5.02,,4.49
211,https://biotite.berkeley.edu/QRLab/211/detail,HA1_D1_GSC,3/16/2022,HA,UCB,0-10,0,,,,9.227348527,,,,,,,,,5.005,,4.865
212,https://biotite.berkeley.edu/QRLab/212/detail,HA1_D2_GSC,3/16/2022,HA,UCB,10-20,0,,,,7.370413206,,,,,,,,,5.012,,4.965
213,https://biotite.berkeley.edu/QRLab/213/detail,HA1_D3_GSC,3/16/2022,HA,UCB,20-30,0,,,,7.854489841,,,,,,,,,4.999,,5.02
214,https://biotite.berkeley.edu/QRLab/214/detail,HA1_D4_GSC,3/16/2022,HA,UCB,30-50,0,,,,7.835581246,,,,,,,,,5.053,,5.075
215,https://biotite.berkeley.edu/QRLab/215/detail,HA1_D5_GSC,3/16/2022,HA,UCB,50-80,0,,,,9.239189929,,,,,,,,,5.007,,5.08
217,https://biotite.berkeley.edu/QRLab/217/detail,HB1_D1_GSC,3/16/2022,HB,UCB,0-10,0,,,,7.909849388,,,,,,,,,5.018,,4.885
218,https://biotite.berkeley.edu/QRLab/218/detail,HB1_D2_GSC,3/16/2022,HB,UCB,10-20,0,,,,5.814536341,,,,,,,,,5.026,,4.84
219,https://biotite.berkeley.edu/QRLab/219/detail,HB1_D3_GSC,3/16/2022,HB,UCB,20-30,0,,,,,,,,,,,,,,,
220,https://biotite.berkeley.edu/QRLab/220/detail,HB1_D4_GSC,3/16/2022,HB,UCB,30-50,0,,,,8.510167993,,,,,,,,,5.049,,5.15
221,https://biotite.berkeley.edu/QRLab/221/detail,HB1_D5_GSC,3/16/2022,HB,UCB,50-80,0,,,,9.022475535,,,,,,,,,5.049,,5.31
223,https://biotite.berkeley.edu/QRLab/223/detail,HC1_D1_GSC,3/16/2022,HC,UCB,0-10,0,,,,9.299757013,,,,,,,,,5.04,,4.875
224,https://biotite.berkeley.edu/QRLab/224/detail,HC1_D2_GSC,3/16/2022,HC,UCB,10-20,0,,,,9.519669637,,,,,,,,,5.023,,4.93
225,https://biotite.berkeley.edu/QRLab/225/detail,HC1_D3_GSC,3/16/2022,HC,UCB,20-30,0,,,,9.517045455,,,,,,,,,5.029,,5.045
226,https://biotite.berkeley.edu/QRLab/226/detail,HC1_D4_GSC,3/16/2022,HC,UCB,30-50,0,,,,9.419735548,,,,,,,,,5.04,,5.185
227,https://biotite.berkeley.edu/QRLab/227/detail,HC1_D5_GSC,3/16/2022,HC,UCB,50-80,0,,,,8.837261005,,,,,,,,,5.086,,5.375
229,https://biotite.berkeley.edu/QRLab/229/detail,AA1_D1_CO2,3/21/2022,AA,UCB,0-10,0,,,,,,,,,,,,,,,
230,https://biotite.berkeley.edu/QRLab/230/detail,AA1_D2_CO2,3/21/2022,AA,UCB,10-20,0,,,,,,,,,,,,,,,
231,https://biotite.berkeley.edu/QRLab/231/detail,AA1_D3_CO2,3/21/2022,AA,UCB,20-30,0,,,,,,,,,,,,,,,
232,https://biotite.berkeley.edu/QRLab/232/detail,AA1_D4_CO2,3/21/2022,AA,UCB,30-50,0,,,,,,,,,,,,,,,
233,https://biotite.berkeley.edu/QRLab/233/detail,AA1_D5_CO2,3/21/2022,AA,UCB,50-70,0,,,,,,,,,,,,,,,
235,https://biotite.berkeley.edu/QRLab/235/detail,AB1_D1_CO2,3/21/2022,AB,UCB,0-10,0,,,,,,,,,,,,,,,
236,https://biotite.berkeley.edu/QRLab/236/detail,AB1_D2_CO2,3/21/2022,AB,UCB,10-20,0,,,,,,,,,,,,,,,
237,https://biotite.berkeley.edu/QRLab/237/detail,AB1_D3_CO2,3/21/2022,AB,UCB,20-30,0,,,,,,,,,,,,,,,
238,https://biotite.berkeley.edu/QRLab/238/detail,AB1_D4_CO2,3/21/2022,AB,UCB,30-50,0,,,,,,,,,,,,,,,
239,https://biotite.berkeley.edu/QRLab/239/detail,AB1_D5_CO2,3/21/2022,AB,UCB,50-70,0,,,,,,,,,,,,,,,
241,https://biotite.berkeley.edu/QRLab/241/detail,AC1_D1_CO2,3/21/2022,AC,UCB,0-10,0,,,,,,,,,,,,,,,
242,https://biotite.berkeley.edu/QRLab/242/detail,AC1_D2_CO2,3/21/2022,AC,UCB,10-20,0,,,,,,,,,,,,,,,
243,https://biotite.berkeley.edu/QRLab/243/detail,AC1_D3_CO2,3/21/2022,AC,UCB,20-30,0,,,,,,,,,,,,,,,
244,https://biotite.berkeley.edu/QRLab/244/detail,AC1_D4_CO2,3/21/2022,AC,UCB,30-50,0,,,,,,,,,,,,,,,
245,https://biotite.berkeley.edu/QRLab/245/detail,AC1_D5_CO2,3/21/2022,AC,UCB,50-65,0,,,,,,,,,,,,,,,
247,https://biotite.berkeley.edu/QRLab/247/detail,HA1_D1_CO2,3/16/2022,HA,UCB,0-10,0,,,,,,,,,,,,,,,
248,https://biotite.berkeley.edu/QRLab/248/detail,HA1_D2_CO2,3/16/2022,HA,UCB,10-20,0,,,,,,,,,,,,,,,
249,https://biotite.berkeley.edu/QRLab/249/detail,HA1_D3_CO2,3/16/2022,HA,UCB,20-30,0,,,,,,,,,,,,,,,
250,https://biotite.berkeley.edu/QRLab/250/detail,HA1_D4_CO2,3/16/2022,HA,UCB,30-50,0,,,,,,,,,,,,,,,
251,https://biotite.berkeley.edu/QRLab/251/detail,HA1_D5_CO2,3/16/2022,HA,UCB,50-80,0,,,,,,,,,,,,,,,
253,https://biotite.berkeley.edu/QRLab/253/detail,HB1_D1_CO2,3/16/2022,HB,UCB,0-10,0,,,,,,,,,,,,,,,
254,https://biotite.berkeley.edu/QRLab/254/detail,HB1_D2_CO2,3/16/2022,HB,UCB,10-20,0,,,,,,,,,,,,,,,
255,https://biotite.berkeley.edu/QRLab/255/detail,HB1_D3_CO2,3/16/2022,HB,UCB,20-30,0,,,,,,,,,,,,,,,
256,https://biotite.berkeley.edu/QRLab/256/detail,HB1_D4_CO2,3/16/2022,HB,UCB,30-50,0,,,,,,,,,,,,,,,
257,https://biotite.berkeley.edu/QRLab/257/detail,HB1_D5_CO2,3/16/2022,HB,UCB,50-80,0,,,,,,,,,,,,,,,
259,https://biotite.berkeley.edu/QRLab/259/detail,HC1_D1_CO2,3/16/2022,HC,UCB,0-10,0,,,,,,,,,,,,,,,
260,https://biotite.berkeley.edu/QRLab/260/detail,HC1_D2_CO2,3/16/2022,HC,UCB,10-20,0,,,,,,,,,,,,,,,
261,https://biotite.berkeley.edu/QRLab/261/detail,HC1_D3_CO2,3/16/2022,HC,UCB,20-30,0,,,,,,,,,,,,,,,
262,https://biotite.berkeley.edu/QRLab/262/detail,HC1_D4_CO2,3/16/2022,HC,UCB,30-50,0,,,,,,,,,,,,,,,
263,https://biotite.berkeley.edu/QRLab/263/detail,HC1_D5_CO2,3/16/2022,HC,UCB,50-80,0,,,,,,,,,,,,,,,
265,https://biotite.berkeley.edu/QRLab/265/detail,AA1_D1_DOC,3/17/2022,AA,UCB,0-10,0,,,,,,,,,,,,,,5.001,
266,https://biotite.berkeley.edu/QRLab/266/detail,AA1_D2_DOC,3/17/2022,AA,UCB,10-20,0,,,,,,,,,,,,,,5.025,
267,https://biotite.berkeley.edu/QRLab/267/detail,AA1_D3_DOC,3/17/2022,AA,UCB,20-30,0,,,,,,,,,,,,,,5.007,
268,https://biotite.berkeley.edu/QRLab/268/detail,AA1_D4_DOC,3/17/2022,AA,UCB,30-50,0,,,,,,,,,,,,,,5.024,
269,https://biotite.berkeley.edu/QRLab/269/detail,AA1_D5_DOC,3/17/2022,AA,UCB,50-70,0,,,,,,,,,,,,,,5.01,
271,https://biotite.berkeley.edu/QRLab/271/detail,AB1_D1_DOC,3/17/2022,AB,UCB,0-10,0,,,,,,,,,,,,,,5.059,
272,https://biotite.berkeley.edu/QRLab/272/detail,AB1_D2_DOC,3/17/2022,AB,UCB,10-20,0,,,,,,,,,,,,,,5.026,
273,https://biotite.berkeley.edu/QRLab/273/detail,AB1_D3_DOC,3/17/2022,AB,UCB,20-30,0,,,,,,,,,,,,,,5.041,
274,https://biotite.berkeley.edu/QRLab/274/detail,AB1_D4_DOC,3/17/2022,AB,UCB,30-50,0,,,,,,,,,,,,,,5.072,
275,https://biotite.berkeley.edu/QRLab/275/detail,AB1_D5_DOC,3/17/2022,AB,UCB,50-70,0,,,,,,,,,,,,,,5.006,
